Date,Regulation Title,Regulatory Body,Description,Impact,Litigation Risk,Corporate Governance,Proprietary Costs,Information Asymmetry,Unsophisticated Investors,Equity Issuance,Reputation Risk,State,References,Law Category_y,Year
1/31/2013,Georgia Financial Technology Innovation Act,Georgia Department of Banking and Finance,Establishes regulatory sandbox for financial technology companies and digital payment systems,"Enhanced fintech innovation environment, new compliance frameworks for digital financial services",Yes,No,Yes,Yes,Yes,Yes,Yes,GA,https://dbf.georgia.gov/,Financial Technology,2013
1/8/2013,Virginia Investment Advisory Tobacco Processing Investment Act,Virginia State Corporation Commission,Establishes oversight for tobacco processing investments and agricultural product manufacturing risk management,"Enhanced tobacco processing oversight, increased manufacturing compliance and agricultural processing costs",Yes,Yes,Yes,Yes,No,No,Yes,VA,https://www.scc.virginia.gov/,Corporate Governance,2013
12/14/2012,Michigan Investment Advisory Pasty Manufacturing Investment Disclosure Act,Michigan Department of Insurance and Financial Services,Requires disclosure of pasty manufacturing investments and traditional meat pie production facility operation risk assessments,"Enhanced traditional food processing transparency, increased regional food compliance and pasty production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,MI,https://www.michigan.gov/difs,Food Processing,2012
12/6/2012,North Carolina Investment Advisory Small Business Investment Oversight Act,North Carolina Secretary of State Securities Division,Creates oversight framework for small business investment companies and venture capital funds,"Enhanced small business investment oversight, increased due diligence and compliance costs for VC funds",Yes,Yes,Yes,Yes,No,Yes,Yes,NC,https://www.sosnc.gov/divisions/securities,Investment Advisory,2012
12/4/2012,Arkansas Corporate Ethics Standards Act,Arkansas Securities Department,Implements mandatory ethics training and reporting requirements for corporate officers,"Enhanced ethical standards, increased training and compliance costs",Yes,Yes,No,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Corporate Governance,2012
11/28/2012,Washington State Corporate Aerospace Industry Disclosure Act,Washington State Department of Financial Institutions Securities Division,"Requires disclosure of aerospace industry operations, defense contracts, and export compliance measures","Enhanced aerospace sector transparency, increased defense compliance and export control costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Corporate Governance,2012
10/22/2012,Kansas Investment Advisory Milo Processing Investment Disclosure Act,Kansas Office of the Securities Commissioner,Requires disclosure of milo processing investments and grain sorghum milling operation risk management,"Enhanced grain processing transparency, increased agricultural processing compliance and alternative grain market costs",Yes,Yes,Yes,Yes,No,No,Yes,KS,https://www.ksc.ks.gov/,Food Processing,2012
9/28/2012,Pennsylvania Crowdfunding Regulation Act,Pennsylvania Department of Banking and Securities,Creates regulatory framework for intrastate crowdfunding offerings,"New funding opportunities for small businesses, compliance requirements for crowdfunding platforms",Yes,No,Yes,Yes,Yes,Yes,Yes,PA,https://www.dobs.pa.gov/,Securities Regulation,2012
9/13/2012,Arizona Investment Advisory Jojoba Oil Processing Investment Act,Arizona Corporation Commission Securities Division,Establishes oversight for jojoba oil processing investments and desert plant extraction operation risk assessments,"Enhanced desert agriculture processing oversight, increased cosmetic ingredient compliance and specialty oil production costs",Yes,Yes,Yes,Yes,No,No,Yes,AZ,https://www.azcc.gov/divisions/securities,Food Processing,2012
8/23/2012,Rhode Island Investment Advisory Seafood Processing Investment Act,Rhode Island Department of Business Regulation Securities Division,Establishes oversight for seafood processing investments and marine food production operation risk management,"Enhanced seafood processing oversight, increased food safety compliance and marine processing operation risk costs",Yes,Yes,Yes,Yes,No,No,Yes,RI,https://dbr.ri.gov/divisions/securities/,Corporate Governance,2012
7/18/2012,Virginia Investment Advisory Apple Cider Production Investment Oversight Act,Virginia State Corporation Commission,Creates regulatory framework for apple cider production investments and fruit beverage manufacturing risk assessments,"Enhanced beverage production oversight, increased food manufacturing compliance and agricultural processing operation costs",Yes,Yes,Yes,Yes,No,No,Yes,VA,https://www.scc.virginia.gov/,Food Processing,2012
7/12/2012,Georgia Investment Advisory Conflict of Interest Act,Georgia Department of Banking and Finance,Enhances conflict of interest disclosure and management requirements for investment advisors,"Improved client protection, increased compliance monitoring and disclosure costs",Yes,No,Yes,Yes,Yes,No,Yes,GA,https://dbf.georgia.gov/,Investment Advisory,2012
5/31/2012,Oklahoma Corporate Executive Clawback Act,Oklahoma Department of Securities,Mandates executive compensation clawback provisions for financial restatements and misconduct,"Enhanced executive accountability, potential reduction in risktaking behavior and compensation levels",Yes,Yes,No,Yes,Yes,No,Yes,OK,https://www.ok.gov/securities/,Corporate Governance,2012
4/25/2012,Pennsylvania Corporate Data Protection Act,Pennsylvania Department of Banking and Securities,Mandates cybersecurity standards and data breach notification for financial services firms,"Increased IT security spending, standardized breach response procedures",Yes,No,Yes,No,Yes,No,Yes,PA,https://www.dobs.pa.gov/,Cybersecurity,2012
4/19/2012,Vermont Investment Advisory Ice Cider Production Investment Oversight Act,Vermont Department of Financial Regulation Securities Division,Creates regulatory framework for ice cider production investments and frozen apple processing facility operation risk management,"Enhanced specialty cider processing oversight, increased cold climate beverage compliance and ice cider production costs",Yes,Yes,Yes,Yes,No,No,Yes,VT,https://dfr.vermont.gov/securities,Food Processing,2012
4/11/2012,Colorado Investment Advisory Ski Resort Investment Disclosure Act,Colorado Division of Securities,Requires disclosure of ski resort investments and winter tourism climate risk assessments,"Enhanced tourism investment transparency, increased climate risk disclosure and seasonal business compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,CO,https://www.dora.state.co.us/securities,Corporate Governance,2012
3/28/2012,New Mexico Investment Advisory Aerospace Manufacturing Disclosure Act,New Mexico Regulation and Licensing Department Securities Division,Requires disclosure of aerospace manufacturing investments and defense contract dependency assessments,"Enhanced aerospace investment transparency, increased defense contract risk disclosure and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,NM,https://www.rld.nm.gov/securities/,Corporate Governance,2012
2/16/2012,West Virginia Corporate Stakeholder Engagement Act,West Virginia State Auditor's Office Securities Division,Requires disclosure of stakeholder engagement processes and community impact initiatives,"Enhanced stakeholder transparency, increased community engagement and reporting compliance costs",No,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Corporate Governance,2012
1/25/2012,Mississippi Investment Advisory Elder Abuse Prevention Act,Mississippi Secretary of State Business Services,Establishes elder abuse detection and prevention protocols for investment advisory firms,"Enhanced elder protection standards, increased training and monitoring costs for advisory firms",Yes,No,No,Yes,Yes,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Investor Protection,2012
12/7/2011,Kansas Investment Advisory Prairie Oyster Processing Investment Act,Kansas Office of the Securities Commissioner,Establishes oversight for prairie oyster processing investments and specialty meat byproduct production facility risk assessments,"Enhanced specialty meat processing oversight, increased food manufacturing compliance and regional delicacy production costs",Yes,Yes,Yes,Yes,No,No,Yes,KS,https://www.ksc.ks.gov/,Food Processing,2011
12/1/2011,Pennsylvania Corporate Sustainability Reporting Act,Pennsylvania Department of Banking and Securities,Requires sustainability reporting and environmental impact disclosure for large corporations,"Enhanced environmental transparency, increased sustainability reporting and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Environmental Disclosure,2011
11/25/2011,Colorado Investment Advisory Hemp Processing Investment Act,Colorado Division of Securities,Establishes oversight for hemp processing investments and industrial fiber production operation risk management,"Enhanced hemp industry oversight, increased agricultural processing compliance and emerging crop market risk costs",Yes,Yes,Yes,Yes,No,No,Yes,CO,https://www.dora.state.co.us/securities,Food Processing,2011
11/2/2011,Vermont Investment Advisory Creemee Mix Processing Investment Disclosure Act,Vermont Department of Financial Regulation Securities Division,Requires disclosure of creemee mix processing investments and softserve ice cream base production facility operation risk assessments,"Enhanced frozen dessert processing transparency, increased dairy product compliance and creemee mix production costs",Yes,Yes,Yes,Yes,No,No,Yes,VT,https://dfr.vermont.gov/securities,Food Processing,2011
10/19/2011,Mississippi Investment Advisory Casino Gaming Investment Oversight Act,Mississippi Secretary of State Business Services,Creates regulatory framework for casino gaming investments and hospitality industry risk assessments,"Enhanced gaming industry oversight, increased gaming compliance and hospitality risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Corporate Governance,2011
10/12/2011,Kentucky Financial Services Accountability Act,Kentucky Department of Financial Institutions,Establishes enhanced oversight and accountability standards for financial services firms,"Stricter regulatory supervision, increased compliance monitoring costs",Yes,Yes,No,Yes,Yes,No,Yes,KY,https://kfi.ky.gov/securities/,Financial Services,2011
9/13/2011,West Virginia Corporate Coal Industry Transition Disclosure Act,West Virginia State Auditor's Office Securities Division,Requires disclosure of coal industry transition strategies and alternative energy investment plans,"Enhanced energy transition transparency, increased strategic planning and workforce transition costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Environmental Disclosure,2011
8/29/2011,Arizona Investment Advisory Prickly Pear Cactus Processing Investment Oversight Act,Arizona Corporation Commission Securities Division,Creates regulatory framework for prickly pear cactus processing investments and desert plant food production risk management,"Enhanced desert food processing oversight, increased specialty plant compliance and cactus food production costs",Yes,Yes,Yes,Yes,No,No,Yes,AZ,https://www.azcc.gov/divisions/securities,Food Processing,2011
8/15/2011,North Carolina Investment Advisory Tobacco Industry Transition Oversight Act,North Carolina Secretary of State Securities Division,Creates regulatory framework for tobacco industry transition investments and crop diversification projects,"Enhanced agricultural transition oversight, increased crop diversification compliance and transition planning costs",Yes,Yes,Yes,Yes,No,No,Yes,NC,https://www.sosnc.gov/divisions/securities,Corporate Governance,2011
7/13/2011,Massachusetts Alternative Investment Oversight Act,Massachusetts Securities Division,Establishes regulatory framework for hedge funds and private equity firms,"Enhanced oversight of alternative investments, increased compliance costs for fund managers",Yes,Yes,Yes,Yes,No,Yes,Yes,MA,https://www.sec.state.ma.us/sct/,Investment Advisory,2011
7/6/2011,Rhode Island Investment Advisory Quahog Farm Investment Oversight Act,Rhode Island Department of Business Regulation Securities Division,Creates regulatory framework for quahog farm investments and hard clam aquaculture operation risk assessments,"Enhanced shellfish farming oversight, increased marine aquaculture compliance and coastal farming operation costs",Yes,Yes,Yes,Yes,No,No,Yes,RI,https://dbr.ri.gov/divisions/securities/,Food Processing,2011
6/21/2011,Oklahoma Investment Advisory Technology Risk Management Act,Oklahoma Department of Securities,Establishes technology risk management standards and cybersecurity incident response requirements,"Enhanced technology security standards, increased IT risk management and cybersecurity infrastructure costs",Yes,Yes,Yes,No,Yes,No,Yes,OK,https://www.ok.gov/securities/,Technology Governance,2011
5/11/2011,New Mexico Investment Advisory Chile Pepper Industry Investment Disclosure Act,New Mexico Regulation and Licensing Department Securities Division,Mandates disclosure of chile pepper industry investments and specialty crop agricultural risk assessments,"Enhanced specialty crop transparency, increased agricultural specialty compliance and crop market risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,NM,https://www.rld.nm.gov/securities/,Corporate Governance,2011
4/13/2011,Washington State Corporate Timber Investment Sustainability Act,Washington State Department of Financial Institutions Securities Division,Requires sustainable forestry practice disclosure and timber investment environmental impact reporting,"Enhanced forestry sustainability transparency, increased environmental compliance and certification costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Environmental Disclosure,2011
3/14/2011,Georgia Investment Advisory Risk Assessment Enhancement Act,Georgia Department of Banking and Finance,Mandates comprehensive risk assessment procedures and client risk tolerance documentation,"Enhanced risk management standards, increased risk assessment infrastructure and documentation costs",Yes,No,Yes,Yes,Yes,No,Yes,GA,https://dbf.georgia.gov/,Investment Advisory,2011
2/9/2011,Arkansas Corporate Social Responsibility Disclosure Act,Arkansas Securities Department,Requires public companies to disclose social responsibility initiatives and community impact measures,"Enhanced CSR transparency requirements, increased reporting and compliance costs for social initiatives",No,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Environmental Disclosure,2011
1/5/2011,Virginia Investment Advisory Peanut Butter Manufacturing Investment Disclosure Act,Virginia State Corporation Commission,Requires disclosure of peanut butter manufacturing investments and nut processing facility operation risk management,"Enhanced nut processing transparency, increased food manufacturing compliance and nut butter production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,VA,https://www.scc.virginia.gov/,Food Processing,2011
12/22/2010,Kentucky Alternative Investment Transparency Act,Kentucky Department of Financial Institutions Securities Division,Requires enhanced disclosure and reporting for alternative investment products sold to retail investors,"Increased transparency in alternative investments, higher compliance costs for complex investment products",Yes,No,Yes,Yes,Yes,Yes,Yes,KY,https://kfi.ky.gov/securities/,Investment Advisory,2010
11/24/2010,Colorado Investment Advisory Quinoa Processing Investment Oversight Act,Colorado Division of Securities,Creates regulatory framework for quinoa processing investments and ancient grain production facility operation risk assessments,"Enhanced ancient grain processing oversight, increased specialty grain compliance and superfood market production costs",Yes,Yes,Yes,Yes,No,No,Yes,CO,https://www.dora.state.co.us/securities,Food Processing,2010
11/4/2010,Arkansas Corporate Board Evaluation Standards Act,Arkansas Securities Department,Establishes mandatory board performance evaluation and director assessment requirements,"Enhanced board accountability, increased board evaluation and governance improvement costs",Yes,Yes,No,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Corporate Governance,2010
10/28/2010,Washington State Investment Advisory Apple Industry Investment Act,Washington State Department of Financial Institutions Securities Division,Establishes oversight standards for apple industry investments and orchard operation risk management,"Enhanced orchard investment oversight, increased fruit industry compliance and crop risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Corporate Governance,2010
9/29/2010,Georgia Investment Advisory Retirement Plan Oversight Act,Georgia Department of Banking and Finance,Establishes enhanced oversight standards for retirement plan investment advisory services,"Improved retirement plan oversight, increased fiduciary compliance and participant protection costs",Yes,No,Yes,Yes,Yes,No,Yes,GA,https://dbf.georgia.gov/,Investment Advisory,2010
8/17/2010,Massachusetts Shareholder Rights Protection Act,Massachusetts Securities Division,Grants shareholders enhanced rights in proxy contests and merger transactions,"Increased shareholder activism, higher transaction costs for M&A",Yes,Yes,No,Yes,Yes,No,No,MA,https://www.sec.state.ma.us/sct/,Corporate Governance,2010
8/11/2010,Rhode Island Investment Advisory Coffee Milk Production Investment Disclosure Act,Rhode Island Department of Business Regulation Securities Division,Requires disclosure of coffee milk production investments and specialty beverage manufacturing facility operation risk management,"Enhanced specialty beverage transparency, increased regional food compliance and coffee milk production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,RI,https://dbr.ri.gov/divisions/securities/,Food Processing,2010
8/5/2010,Pennsylvania Corporate Infrastructure Investment Disclosure Act,Pennsylvania Department of Banking and Securities,Requires disclosure of infrastructure investments and publicprivate partnership arrangements,"Enhanced infrastructure investment transparency, increased project disclosure and compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Corporate Governance,2010
7/7/2010,Oklahoma Corporate Renewable Energy Portfolio Disclosure Act,Oklahoma Department of Securities,Mandates disclosure of renewable energy investments and clean technology portfolio strategies,"Enhanced clean energy transparency, increased sustainability reporting and portfolio disclosure costs",No,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Environmental Disclosure,2010
6/8/2010,Iowa Corporate Transparency Enhancement Act,Iowa Insurance Division Securities Bureau,Mandates disclosure of beneficial ownership and control structures for corporations,"Enhanced corporate transparency, increased disclosure compliance requirements",No,Yes,Yes,Yes,Yes,No,No,IA,https://iid.iowa.gov/securities,Corporate Governance,2010
6/2/2010,North Carolina Investment Advisory Sweet Potato Processing Investment Disclosure Act,North Carolina Secretary of State Securities Division,Requires disclosure of sweet potato processing investments and root vegetable production operation risk assessments,"Enhanced vegetable processing transparency, increased food processing compliance and agricultural commodity processing costs",Yes,Yes,Yes,Yes,No,No,Yes,NC,https://www.sosnc.gov/divisions/securities,Food Processing,2010
5/26/2010,Massachusetts Investment Advisory Performance Reporting Act,Massachusetts Securities Division,Standardizes performance reporting and fee disclosure requirements for investment advisors,"Enhanced performance transparency, increased reporting compliance and system development costs",Yes,No,Yes,Yes,Yes,No,Yes,MA,https://www.sec.state.ma.us/sct/,Investment Advisory,2010
4/14/2010,Kansas Investment Advisory Burnt Ends Processing Investment Oversight Act,Kansas Office of the Securities Commissioner,Creates regulatory framework for burnt ends processing investments and barbecue specialty meat production facility risk management,"Enhanced barbecue specialty processing oversight, increased smoked meat compliance and burnt ends production costs",Yes,Yes,Yes,Yes,No,No,Yes,KS,https://www.ksc.ks.gov/,Food Processing,2010
4/7/2010,West Virginia Investment Advisory CoaltoClean Energy Transition Act,West Virginia State Auditor's Office Securities Division,Establishes oversight for coal industry transition investments and clean energy conversion projects,"Enhanced energy transition oversight, increased conversion project compliance and transition planning costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Environmental Disclosure,2010
3/25/2010,Illinois Corporate Accountability Enhancement Act,Illinois Secretary of State Securities Department,Enhances corporate accountability measures and strengthens shareholder derivative suit procedures,"Increased corporate liability exposure, enhanced shareholder litigation rights",Yes,Yes,No,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2010
3/12/2010,Virginia Investment Advisory Country Ham Processing Investment Act,Virginia State Corporation Commission,Establishes oversight for country ham processing investments and cured meat production facility risk assessments,"Enhanced cured meat processing oversight, increased specialty food compliance and ham curing facility costs",Yes,Yes,Yes,Yes,No,No,Yes,VA,https://www.scc.virginia.gov/,Food Processing,2010
2/25/2010,New Mexico Investment Advisory Piñon Nut Processing Investment Act,New Mexico Regulation and Licensing Department Securities Division,Establishes oversight for piñon nut processing investments and wild nut harvesting operation risk management,"Enhanced wild crop processing oversight, increased specialty nut compliance and native food market costs",Yes,Yes,Yes,Yes,No,No,Yes,NM,https://www.rld.nm.gov/securities/,Food Processing,2010
1/27/2010,Mississippi Investment Advisory Catfish Farming Investment Oversight Act,Mississippi Secretary of State Business Services,Creates regulatory framework for catfish farming investments and aquaculture operation sustainability standards,"Enhanced aquaculture oversight, increased fish farming compliance and aquatic agriculture risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Corporate Governance,2010
12/17/2009,Mississippi Investment Advisory Shrimp Farm Investment Disclosure Act,Mississippi Secretary of State Business Services,Mandates disclosure of shrimp farm investments and marine aquaculture operation sustainability risk assessments,"Enhanced marine aquaculture transparency, increased aquaculture compliance and coastal farming operation costs",Yes,Yes,Yes,Yes,No,No,Yes,MS,https://www.sos.ms.gov/securitiesregulation,Food Processing,2009
12/3/2009,Delaware Enhanced Fiduciary Duty Act,Delaware Division of Corporations,Clarifies and strengthens fiduciary duties of corporate directors and officers,"Higher liability standards for directors, increased D&O insurance costs",Yes,Yes,No,Yes,No,No,Yes,DE,https://corp.delaware.gov/,Corporate Governance,2009
11/19/2009,Arkansas Investment Advisory Social Media Compliance Act,Arkansas Securities Department,Establishes social media usage guidelines and digital marketing compliance standards for investment advisors,"Enhanced digital communication oversight, increased social media compliance and monitoring costs",Yes,No,Yes,Yes,Yes,No,Yes,AR,https://www.securities.arkansas.gov/,Investment Advisory,2009
11/5/2009,Colorado Investment Advisory Rocky Mountain Oyster Processing Investment Disclosure Act,Colorado Division of Securities,Mandates disclosure of Rocky Mountain oyster processing investments and specialty organ meat production facility operation risk management,"Enhanced specialty meat processing transparency, increased regional food compliance and organ meat processing costs",Yes,Yes,Yes,Yes,No,No,Yes,CO,https://www.dora.state.co.us/securities,Food Processing,2009
10/1/2009,West Virginia Investment Advisory Timber Processing Investment Act,West Virginia State Auditor's Office Securities Division,Establishes oversight standards for timber processing investments and lumber mill operation risk assessments,"Enhanced timber processing oversight, increased forestry compliance and wood processing operation risk costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Corporate Governance,2009
9/21/2009,Rhode Island Investment Advisory Coffee Cabinet Mix Investment Act,Rhode Island Department of Business Regulation Securities Division,Establishes oversight for coffee cabinet mix investments and regional milkshake base production facility risk assessments,"Enhanced beverage mix processing oversight, increased regional drink compliance and coffee cabinet production costs",Yes,Yes,Yes,Yes,No,No,Yes,RI,https://dbr.ri.gov/divisions/securities/,Food Processing,2009
9/17/2009,Kentucky Investment Advisory Succession Planning Enhancement Act,Kentucky Department of Financial Institutions Securities Division,Mandates comprehensive succession planning and client transition procedures for investment advisors,"Enhanced business continuity standards, increased succession planning and documentation costs",Yes,Yes,Yes,Yes,Yes,No,Yes,KY,https://kfi.ky.gov/securities/,Investment Advisory,2009
8/18/2009,Illinois Corporate Governance Certification Act,Illinois Secretary of State Securities Department,Requires corporate governance certification programs for directors and senior executives,"Enhanced governance education requirements, increased training and certification costs",Yes,Yes,No,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2009
7/23/2009,Oklahoma Investment Advisory Natural Gas Pipeline Investment Act,Oklahoma Department of Securities,Creates oversight framework for natural gas pipeline investments and energy infrastructure risk management,"Enhanced energy infrastructure oversight, increased pipeline risk assessment and regulatory compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Corporate Governance,2009
6/17/2009,Florida Investment Advisory Oversight Enhancement Act,Florida Office of Financial Regulation,Strengthens oversight of investment advisors and enhances client protection measures,"Improved regulatory supervision, increased examination and compliance costs for advisors",Yes,No,Yes,Yes,Yes,No,Yes,FL,https://www.flofr.com/,Investment Advisory,2009
6/10/2009,North Carolina Investment Advisory Muscadine Grape Processing Investment Act,North Carolina Secretary of State Securities Division,Establishes oversight standards for muscadine grape processing investments and native grape wine production risk management,"Enhanced native grape processing oversight, increased specialty beverage compliance and regional wine production costs",Yes,Yes,Yes,Yes,No,No,Yes,NC,https://www.sosnc.gov/divisions/securities,Food Processing,2009
5/28/2009,New Mexico Investment Advisory Hatch Chile Processing Investment Oversight Act,New Mexico Regulation and Licensing Department Securities Division,Creates regulatory framework for Hatch chile processing investments and specialty pepper production facility risk assessments,"Enhanced specialty pepper processing oversight, increased regional food compliance and chile pepper production costs",Yes,Yes,Yes,Yes,No,No,Yes,NM,https://www.rld.nm.gov/securities/,Food Processing,2009
5/6/2009,Georgia Investment Advisory Peach Industry Investment Disclosure Act,Georgia Department of Banking and Finance,Mandates disclosure of peach industry investments and fruit crop climate risk assessments,"Enhanced fruit crop oversight, increased climate risk disclosure and agricultural specialty compliance costs",Yes,Yes,Yes,Yes,No,No,Yes,GA,https://dbf.georgia.gov/,Corporate Governance,2009
4/22/2009,Massachusetts Investment Advisory Continuing Education Act,Massachusetts Securities Division,Establishes mandatory continuing education requirements for investment advisory professionals,"Enhanced professional competency standards, increased training and education compliance costs",Yes,No,Yes,Yes,Yes,No,Yes,MA,https://www.sec.state.ma.us/sct/,Investment Advisory,2009
4/14/2009,Iowa Investment Education and Literacy Act,Iowa Insurance Division Securities Bureau,Mandates financial literacy programs and investor education initiatives for securities firms,"Enhanced investor education requirements, increased educational program development and delivery costs",No,No,No,Yes,Yes,Yes,No,IA,https://iid.iowa.gov/securities,Investor Protection,2009
2/5/2009,Pennsylvania Corporate Shale Gas Investment Disclosure Act,Pennsylvania Department of Banking and Securities,"Mandates disclosure of shale gas investments, fracking operations, and environmental impact assessments","Enhanced energy sector transparency, increased environmental compliance and operational disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,PA,https://www.dobs.pa.gov/,Corporate Governance,2009
1/27/2009,South Carolina Investor Protection Act,South Carolina Attorney General's Office,Creates new civil remedies for investor fraud and enhances restitution procedures,"Stronger investor protection mechanisms, increased litigation risk for bad actors",Yes,No,No,Yes,Yes,Yes,Yes,SC,https://www.scag.gov/securities/,Investor Protection,2009
1/14/2009,Washington State Investment Advisory Hop Farm Investment Oversight Act,Washington State Department of Financial Institutions Securities Division,Creates regulatory framework for hop farm investments and brewing ingredient production operation risk management,"Enhanced brewing supply oversight, increased agricultural specialty compliance and beverage industry supply chain costs",Yes,Yes,Yes,Yes,No,No,Yes,WA,https://www.dfi.wa.gov/securitiesregulation,Food Processing,2009
12/18/2008,Arkansas Investment Advisory Rice Farming Investment Disclosure Act,Arkansas Securities Department,Mandates disclosure of rice farming investments and agricultural water rights risk assessments,"Enhanced agricultural investment transparency, increased water rights compliance and crop risk disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,AR,https://www.securities.arkansas.gov/,Corporate Governance,2008
12/9/2008,New York Systemic Risk Oversight Act,New York Department of Financial Services,Creates oversight framework for systemically important financial institutions,"Enhanced regulatory supervision for large financial firms, increased compliance and reporting costs",Yes,Yes,Yes,Yes,No,No,Yes,NY,https://www.dfs.ny.gov/,Financial Services,2008
11/6/2008,South Carolina Corporate Crisis Management Act,South Carolina Attorney General's Office Securities Division,Establishes crisis management and business continuity requirements for financial services firms,"Enhanced operational resilience standards, increased business continuity planning and testing costs",Yes,Yes,Yes,No,Yes,No,Yes,SC,https://www.scag.gov/securities/,Corporate Governance,2008
10/9/2008,Illinois Corporate Manufacturing Disclosure Act,Illinois Secretary of State Securities Department,"Requires disclosure of manufacturing operations, labor practices, and supply chain working conditions","Enhanced manufacturing transparency, increased labor compliance and supply chain monitoring costs",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.cyberdriveillinois.com/departments/securities/,Corporate Governance,2008
9/16/2008,Indiana Corporate Financial Reporting Act,Indiana Secretary of State Securities Division,Requires enhanced financial reporting and internal controls for stateregulated entities,"Improved financial transparency, increased accounting and audit costs",Yes,Yes,Yes,Yes,Yes,No,Yes,IN,https://www.in.gov/sos/securities/,Corporate Governance,2008
9/11/2008,West Virginia Investment Advisory Apple Orchard Investment Oversight Act,West Virginia State Auditor's Office Securities Division,Creates regulatory framework for apple orchard investments and fruit tree production operation risk management,"Enhanced orchard investment oversight, increased fruit crop compliance and apple market risk assessment costs",Yes,Yes,Yes,Yes,No,No,Yes,WV,https://www.wvsao.gov/securities/,Food Processing,2008
8/19/2008,Georgia Investment Advisory Peanut Processing Investment Act,Georgia Department of Banking and Finance,Establishes oversight standards for peanut processing investments and nut butter production facility risk assessments,"Enhanced nut processing oversight, increased food manufacturing compliance and agricultural processing facility risk costs",Yes,Yes,Yes,Yes,No,No,Yes,GA,https://dbf.georgia.gov/,Food Processing,2008
7/14/2008,Massachusetts Investment Advisory Pension Fund Fiduciary Enhancement Act,Massachusetts Securities Division,Strengthens fiduciary standards for pension fund investment management and fee transparency,"Enhanced pension fiduciary oversight, increased fiduciary compliance and fee disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,MA,https://www.sec.state.ma.us/sct/,Investment Advisory,2008
6/24/2008,North Carolina Investment Advisory Livermush Production Investment Oversight Act,North Carolina Secretary of State Securities Division,Creates regulatory framework for livermush production investments and regional meat product manufacturing facility risk assessments,"Enhanced regional meat processing oversight, increased specialty food compliance and livermush production facility costs",Yes,Yes,Yes,Yes,No,No,Yes,NC,https://www.sosnc.gov/divisions/securities,Food Processing,2008
5/15/2008,Oklahoma Investment Advisory Wheat Storage Investment Disclosure Act,Oklahoma Department of Securities,Requires disclosure of wheat storage investments and grain elevator operation risk management standards,"Enhanced grain storage transparency, increased agricultural storage compliance and commodity handling risk costs",Yes,Yes,Yes,Yes,No,No,Yes,OK,https://www.ok.gov/securities/,Corporate Governance,2008
5/14/2008,Illinois Corporate Whistleblower Protection Act,Illinois Department of Financial and Professional Regulation,Provides legal protections for employees reporting corporate financial misconduct,"Increased internal reporting, potential rise in corporate investigations",Yes,Yes,Yes,Yes,No,No,Yes,IL,https://www.idfpr.com/,Corporate Governance,2008
4/3/2008,Kentucky Corporate Healthcare Technology Disclosure Act,Kentucky Department of Financial Institutions Securities Division,Requires disclosure of healthcare technology investments and patient data security measures,"Enhanced healthcare tech transparency, increased data security compliance and technology disclosure costs",Yes,Yes,Yes,Yes,No,No,Yes,KY,https://kfi.ky.gov/securities/,Corporate Governance,2008
