Date,Regulation Title,Regulatory Body,Description,Impact,Litigation Risk,Corporate Governance,Proprietary Costs,Information Asymmetry,Unsophisticated Investors,Equity Issuance,Reputation Risk,References,Year
10/29/2010,FINRA Rules on Outside Business Activities and Private Securities Transactions,Financial Industry Regulatory Authority FINRA / Approved by SEC,"A set of rules 3270 and 3280 that require registered persons to provide written notice to their firms before engaging in outside business activities or participating in any private securities transactions socalled ""selling away"".","Provides firms with critical tools to supervise the outside activities of their brokers, aiming to prevent conflicts of interest and unapproved, potentially fraudulent, securities sales.",Yes,Yes,No,No,Yes,No,Yes,[https://www.sec.gov/rules/sro/finra/2009/3460850.pdf]https://www.sec.gov/rules/sro/finra/2009/3460850.pdf,2010
8/25/2010,Facilitating Shareholder Director Nominations Proxy Access,U.S. Securities and Exchange Commission SEC,"Adopted Rule 14a11, which would have required public companies to include the director nominees of certain longterm shareholders in their proxy materials. Note: The rule was subsequently vacated by the D.C. Circuit Court of Appeals in 2011 and never took effect, but its adoption was a major regulatory event.","Though vacated, the rule spurred a widespread movement where companies voluntarily adopted proxy access bylaws through shareholder proposals, fundamentally changing the landscape of director elections.",Yes,Yes,No,No,No,No,Yes,[https://www.sec.gov/rules/final/2010/339136.pdf]https://www.sec.gov/rules/final/2010/339136.pdf,2010
7/21/2010,Orderly Liquidation Authority DoddFrank Act Title II,Federal Deposit Insurance Corporation FDIC / U.S. Treasury,"Created a new resolution regime, managed by the FDIC, to liquidate large, complex financial companies including major brokerdealers or their parent companies whose failure could pose a systemic risk to the U.S. economy. It is an alternative to the bankruptcy code.","Provided the government with a mechanism to wind down a failing ""too big to fail"" financial firm in a controlled manner, aiming to prevent the chaotic collapse and taxpayer bailouts seen during the 2008 crisis.",Yes,Yes,No,No,No,No,Yes,[https://www.congress.gov/bill/111thcongress/housebill/4173]https://www.congress.gov/bill/111thcongress/housebill/4173,2010
7/21/2010,DoddFrank Wall Street Reform and Consumer Protection Act,U.S. Congress,A comprehensive reform of U.S. financial regulation in response to the 2008 financial crisis. Created numerous new rules and agencies.,"Reshaped the financial industry by increasing capital requirements, regulating derivatives, and creating consumer protections.","Yes, Litigation Risk","Yes, Corporate Governance","Yes, Proprietary Costs","Yes, Information Asymmetry","Yes, Unsophisticated Investors","Yes, Equity Issuance in Public vs. Private Markets","Yes, Reputation Risk",[Link]https://www.congress.gov/bill/111thcongress/housebill/4173,2010
7/21/2010,Financial Stability Oversight Council FSOC Designation Authority,Financial Stability Oversight Council FSOC,"Created by Title I of the DoddFrank Act, the FSOC is a council of U.S. financial regulators. It was given the new authority to designate certain nonbank financial companies such as large asset managers or insurance firms as ""systemically important financial institutions"" SIFIs, subjecting them to enhanced supervision by the Federal Reserve.","Extended prudential, banklike supervision beyond traditional banks to other types of financial firms whose failure could threaten the stability of the financial system.",Yes,Yes,Yes,No,No,No,Yes,[https://www.congress.gov/bill/111thcongress/housebill/4173]https://www.congress.gov/bill/111thcongress/housebill/4173,2010
7/21/2010,Extraterritorial Jurisdiction of the Antifraud Provisions DoddFrank Section 929P,U.S. Congress,"A statutory provision in the DoddFrank Act that explicitly grants U.S. federal courts jurisdiction over SEC enforcement actions involving fraudulent conduct that has a ""foreseeable substantial effect"" within the U.S., or conduct within the U.S. that is significant to the fraud, even if the transactions or victims are outside the U.S.","Partially overturned the Supreme Court's *Morrison v. National Australia Bank* decision, restoring and clarifying the SEC's ability to police international securities fraud that has a connection to the United States.",Yes,No,No,No,No,No,No,[https://www.congress.gov/bill/111thcongress/housebill/4173]https://www.congress.gov/bill/111thcongress/housebill/4173,2010
12/30/2009,Custody of Funds or Securities of Clients by Investment Advisers,U.S. Securities and Exchange Commission SEC,Substantially strengthened the custody rule Rule 20642 for investment advisers in the wake of the Madoff fraud. The new framework required advisers with custody to undergo an annual surprise examination by an independent accountant to verify client assets.,"Enhanced the protection of client assets managed by investment advisers by adding a critical layer of thirdparty verification, making it much more difficult to misappropriate funds.",Yes,Yes,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/2009/ia2969.pdf]https://www.sec.gov/rules/final/2009/ia2969.pdf,2009
12/16/2009,Proxy Disclosure Enhancements,U.S. Securities and Exchange Commission SEC,"Required enhanced disclosure regarding compensation, director qualifications, board leadership structure, and the board's role in risk oversight.","Provided investors with more detailed information to evaluate board composition, executive pay, and corporate risk management.","Yes, Litigation Risk","Yes, Corporate Governance",No,"Yes, Information Asymmetry",No,No,"Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/2009/339089.pdf,2009
2/26/2009,MSRB Advertising Rule Modernization Rule G21,Municipal Securities Rulemaking Board MSRB / Approved by SEC,"A major update to the rule governing municipal securities advertising to address modern communication methods. It clarified that ""advertisement"" includes electronic communications, websites, and emails, and it requires all advertisements to be fair, balanced, and not misleading.","Modernized the standards for how municipal bond dealers communicate with the public, ensuring that investor protections keep pace with evolving technology.",Yes,No,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/sro/msrb/2008/3458532.pdf]https://www.sec.gov/rules/sro/msrb/2008/3458532.pdf,2009
1/30/2009,Mandate for Interactive Data XBRL in Filings,U.S. Securities and Exchange Commission SEC,Phased in a requirement for public companies to provide their financial statements in an interactive data format using eXtensible Business Reporting Language XBRL. This provides a machinereadable layer on top of traditional financial reports.,"Transformed financial data from static, textbased documents into structured, searchable data, making it easier for investors and analysts to extract, compare, and analyze financial information.",Yes,No,No,Yes,No,No,No,[https://www.sec.gov/rules/final/2009/339002.pdf]https://www.sec.gov/rules/final/2009/339002.pdf,2009
7/11/2007,Regulation SID Identity Theft Red Flags Rule,"SEC, CFTC, Federal Trade Commission, Banking Regulators","A joint rule implementing the Fair Credit Reporting Act that requires financial institutions and creditors, including many SECregistered entities like brokerdealers and mutual funds, to develop and implement a written Identity Theft Prevention Program to detect, prevent, and mitigate identity theft.","Made identity theft prevention a formal compliance responsibility for securities firms, requiring them to actively monitor customer accounts for red flags indicating potential fraud.",Yes,Yes,No,No,Yes,No,Yes,[https://www.sec.gov/rules/final/2013/3469359.pdf]https://www.sec.gov/rules/final/2013/3469359.pdf SEC's readoption,2007
6/5/2007,Rules for Nationally Recognized Statistical Rating Organizations NRSROs,U.S. Securities and Exchange Commission SEC,"Implemented the Credit Rating Agency Reform Act of 2006 by establishing a registration and oversight program for credit rating agencies. The rules set requirements for preventing conflicts of interest, prohibiting unfair practices, and disclosing rating methodologies.","Brought formal federal oversight to the credit rating industry for the first time, aiming to improve the quality, transparency, and accountability of credit ratings.",Yes,Yes,Yes,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/2007/3455857.pdf]https://www.sec.gov/rules/final/2007/3455857.pdf,2007
1/22/2007,Internet Availability of Proxy Materials,U.S. Securities and Exchange Commission SEC,Allows companies to satisfy proxy delivery requirements by posting materials online and providing shareholders with a notice.,"Reduced printing and mailing costs for companies and provided shareholders with faster, more convenient access to information.",No,"Yes, Corporate Governance",No,No,"Yes, Unsophisticated Investors",No,No,[Link]https://www.sec.gov/rules/final/2007/3455146.pdf,2007
9/29/2006,Credit Rating Agency Reform Act of 2006,U.S. Congress,"Created a new registration and oversight program for credit rating agencies, requiring the SEC to regulate them as Nationally Recognized Statistical Rating Organizations NRSROs.","Aimed to improve the quality and transparency of credit ratings, though its effectiveness was questioned after the 2008 crisis.","Yes, Litigation Risk",No,No,"Yes, Information Asymmetry","Yes, Unsophisticated Investors",No,"Yes, Reputation Risk",[Link]https://www.congress.gov/bill/109thcongress/senatebill/3850,2006
7/18/2006,"SEC Interpretation on ""Soft Dollar"" Arrangements Section 28e",U.S. Securities and Exchange Commission SEC,"Issued a major interpretive release that significantly narrowed the scope of ""brokerage and research services"" that can be obtained by investment managers using client commission dollars ""soft dollars"" under the safe harbor of Section 28e. It clarified that services must have a direct link to the investment decisionmaking process.","Imposed greater discipline on the use of soft dollars by money managers, forcing them to justify that payments were for legitimate research that benefits clients, rather than for overhead or other nonresearch expenses.",Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/interp/2006/3454165.pdf]https://www.sec.gov/rules/interp/2006/3454165.pdf,2006
7/19/2005,Securities Offering Reform,U.S. Securities and Exchange Commission SEC,"A major overhaul of the registration, communication, and offering processes for public securities offerings under the Securities Act of 1933. It created a new category of issuer, the ""WellKnown Seasoned Issuer"" WKSI, with greater flexibility in communicating and launching offerings.","Modernized the capitalraising process for public companies, making it more efficient and flexible, particularly for larger, more established issuers. It liberalized rules on communications around the time of an offering.",Yes,No,No,Yes,No,Yes,No,[https://www.sec.gov/rules/final/338591.pdf]https://www.sec.gov/rules/final/338591.pdf,2005
4/12/2005,Certain BrokerDealers Deemed Not To Be Investment Advisers,U.S. Securities and Exchange Commission SEC,"Adopted a rule that exempted brokerdealers offering feebased brokerage accounts from the Investment Advisers Act, provided they provided no special advice and made prominent disclosure. The rule was highly controversial and was ultimately vacated by a federal court in 2007.","Though shortlived, the rule was a major event in the longrunning debate over the differing regulatory standards for brokers and investment advisers, and its vacatur ultimately led to the development of Regulation Best Interest.",Yes,No,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/3451523.pdf]https://www.sec.gov/rules/final/3451523.pdf,2005
4/6/2005,Regulation NMS National Market System,U.S. Securities and Exchange Commission SEC,"A set of rules designed to modernize and strengthen the national market system for equity securities. Key provisions include the ""Order Protection Rule"" or tradethrough rule which prevents the execution of trades at prices inferior to protected quotations displayed by other trading centers.","Fundamentally reshaped U.S. equity market structure by promoting competition among trading venues and ensuring investors receive the best price across markets, but also increased market complexity.",Yes,No,No,Yes,Yes,No,No,[https://www.sec.gov/rules/final/3451808.pdf]https://www.sec.gov/rules/final/3451808.pdf,2005
12/13/2004,Rule 22c2 Redemption Fees,U.S. Securities and Exchange Commission SEC,Authorized mutual funds to impose a redemption fee of up to 2% on the proceeds from shares redeemed within a short period of time. It also required funds to enter into informationsharing agreements with financial intermediaries to obtain trading data.,"Provided funds with a tool to deter harmful shortterm trading and market timing, and enabled them to better monitor trading activity through omnibus accounts.",Yes,No,No,Yes,Yes,No,No,[https://www.sec.gov/rules/final/ic26782.pdf]https://www.sec.gov/rules/final/ic26782.pdf,2004
8/23/2004,Disclosure Regarding Nominating Committee Functions and Communications Between Security Holders and Boards of Directors,U.S. Securities and Exchange Commission SEC,"Required companies to disclose information about their board nominating committees, including their processes for identifying and evaluating director candidates, and whether they consider candidates recommended by shareholders.","Provided investors with greater insight into the director nomination process, promoting transparency and accountability in corporate governance.",No,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/338340.htm]https://www.sec.gov/rules/final/338340.htm,2004
7/28/2004,Regulation SHO,U.S. Securities and Exchange Commission SEC,"Created a new framework for regulating short sales, including ""locate"" and ""closeout"" requirements to curb ""naked"" short selling.",Aimed to reduce failures to deliver securities and combat potentially abusive short selling practices.,"Yes, Litigation Risk",No,No,No,No,No,No,[Link]https://www.sec.gov/rules/final/3450103.htm,2004
7/7/2004,Disclosure of Breakpoint Sales and Point of Sale Disclosure,U.S. Securities and Exchange Commission SEC,"Required mutual funds to provide enhanced, plainEnglish disclosure in their prospectuses about ""breakpoint"" discounts on frontend sales loads for Class A shares, helping investors understand how to qualify for volume discounts.",Aimed to ensure that investors receive the sales charge discounts they are entitled to when making large purchases of mutual fund shares.,Yes,No,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338457.pdf]https://www.sec.gov/rules/final/338457.pdf,2004
7/2/2004,Investment Company Codes of Ethics,U.S. Securities and Exchange Commission SEC,Adopted a new rule and amendments requiring mutual funds to have codes of ethics that set standards of conduct and address conflicts of interest from personal trading by fund employees. It also enhanced the reporting of personal securities transactions by these employees.,"Strengthened the ethical framework governing mutual fund personnel to prevent fraudulent and abusive personal trading practices, such as frontrunning the fund's trades.",Yes,Yes,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/ic26488.htm]https://www.sec.gov/rules/final/ic26488.htm,2004
3/23/2004,FINRA Rules on IPO Allocations Rule 5130 & 5131,Financial Industry Regulatory Authority FINRA / Approved by SEC,"A set of rules designed to ensure fairness in the allocation of new issues. Rule 5130 prohibits firms from selling ""new issues"" to accounts in which a restricted person has a beneficial interest. Rule 5131 prohibits abusive allocation practices like ""spinning"" allocating IPO shares to executives to win investment banking business.",Aims to protect the integrity of the IPO process by preventing industry insiders from taking advantage of their positions and ensuring that shares are offered to the public fairly.,Yes,Yes,No,Yes,Yes,Yes,Yes,[https://www.sec.gov/rules/sro/nasd/3448701.htm]https://www.sec.gov/rules/sro/nasd/3448701.htm,2004
3/16/2004,Additional Form 8K Disclosure Requirements and Acceleration of Filing Date,U.S. Securities and Exchange Commission SEC,"In response to SOX's call for ""realtime"" disclosures, this rule significantly expanded the number of events that must be reported on Form 8K the ""current report"" and shortened the filing deadline to four business days for most items.","Provided investors with more timely access to a broader range of material information about public companies, reducing the information gap between corporate insiders and the public.",Yes,Yes,Yes,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338400.htm]https://www.sec.gov/rules/final/338400.htm,2004
12/17/2003,Compliance Programs of Investment Companies and Investment Advisers,U.S. Securities and Exchange Commission SEC,"Adopted Rule 20647, which requires every SECregistered investment adviser to adopt and implement written policies and procedures reasonably designed to prevent violation of the federal securities laws, review them annually for adequacy, and designate a chief compliance officer CCO.","Professionalized and formalized the compliance function within the asset management industry, making compliance a core responsibility of every advisory firm.",Yes,Yes,No,No,Yes,No,Yes,[https://www.sec.gov/rules/final/ia2204.htm]https://www.sec.gov/rules/final/ia2204.htm,2003
5/27/2003,Management's Report on Internal Control Over Financial Reporting SOX 404,U.S. Securities and Exchange Commission SEC,Requires management to assess and report on the effectiveness of the company's internal controls over financial reporting.,"Significantly increased focus and spending on internal controls, aiming to improve the reliability of financial statements.","Yes, Litigation Risk","Yes, Corporate Governance",No,"Yes, Information Asymmetry",No,"Yes, Equity Issuance in Public vs. Private Markets","Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/338238.htm,2003
5/7/2003,"Mandated Electronic Filing and Website Posting for Forms 3, 4 and 5 SOX 403",U.S. Securities and Exchange Commission SEC,"Required corporate insiders directors, officers, and 10% owners to file their reports of stock ownership and transactions Forms 3, 4, and 5 electronically through the SEC's EDGAR system. It also required companies to post these reports on their corporate websites.","Drastically accelerated the public availability of information about insider trading activity, moving from a slow, paperbased system to near realtime electronic access for all investors.",No,Yes,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338230.htm]https://www.sec.gov/rules/final/338230.htm,2003
4/25/2003,Public Company Accounting Oversight Board PCAOB Establishment,U.S. Securities and Exchange Commission SEC,"Pursuant to Title I of the SarbanesOxley Act, this action formally recognized the Public Company Accounting Oversight Board PCAOB. The PCAOB is a private, nonprofit corporation established by Congress to oversee the audits of public companies in order to protect investors.","Fundamentally changed the landscape of accounting regulation by ending the profession's selfregulation. The PCAOB now sets auditing standards, inspects accounting firms, and enforces rules, significantly increasing the quality and independence of public company audits.",Yes,Yes,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338223.htm]https://www.sec.gov/rules/final/338223.htm,2003
4/24/2003,Improper Influence on Conduct of Audits SOX 303,U.S. Securities and Exchange Commission SEC,"Adopted Rule 13b22b, which explicitly prohibits officers and directors of an issuer from taking any action to fraudulently influence, coerce, manipulate, or mislead the independent auditor of the company's financial statements for the purpose of rendering those statements materially misleading.","Provided the SEC with a direct enforcement tool to sanction corporate insiders who improperly pressure auditors, thereby reinforcing auditor independence and the integrity of the audit process.",Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/3447890.htm]https://www.sec.gov/rules/final/3447890.htm,2003
4/1/2003,Standards Relating to Listed Company Audit Committees SOX 301,U.S. Securities and Exchange Commission SEC,"Directed the national securities exchanges to prohibit the listing of any security of an issuer that is not in compliance with the audit committee requirements established by the SarbanesOxley Act. These include committee independence and direct responsibility for the appointment, compensation, and oversight of the external auditor.","Strengthened the oversight of the financial reporting process by empowering independent audit committees as the primary client of the external auditor, reducing management's influence.",Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/338220.htm]https://www.sec.gov/rules/final/338220.htm,2003
2/6/2003,Regulation AC Analyst Certification,U.S. Securities and Exchange Commission SEC,Requires research analysts to certify that the views expressed in their research reports accurately reflect their personal views.,Aimed to improve the objectivity of research and reduce conflicts of interest between research and investment banking departments.,"Yes, Litigation Risk",No,No,"Yes, Information Asymmetry","Yes, Unsophisticated Investors",No,"Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/338193.htm,2003
1/31/2003,Proxy Voting by Investment Advisers,U.S. Securities and Exchange Commission SEC,"Adopted Rule 20646, which requires an investment adviser that exercises voting authority over client securities to adopt and implement policies and procedures that are reasonably designed to ensure that the adviser votes proxies in the best interest of its clients.","Increased the transparency and accountability of the proxy voting process by advisers, ensuring they manage voting, a key client asset, with the same fiduciary care as other assets.",Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/ia2106.htm]https://www.sec.gov/rules/final/ia2106.htm,2003
1/23/2003,Shareholder Reports and Quarterly Portfolio Disclosure of Registered Management Investment Companies,U.S. Securities and Exchange Commission SEC,"Required mutual funds to disclose their complete portfolio holdings on a quarterly basis, rather than semiannually. It also required funds to include a statement in their annual reports specifying how they voted proxies relating to their portfolio securities.","Significantly increased the transparency of mutual fund holdings and proxy voting behavior, allowing investors and analysts to better monitor fund strategies and governance activities.",No,Yes,Yes,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338188.htm]https://www.sec.gov/rules/final/338188.htm,2003
1/22/2003,Insider Trades During Pension Fund Blackout Periods SOX 306,U.S. Securities and Exchange Commission SEC,"Implemented Regulation BTR, which prohibits any director or executive officer of an issuer from purchasing or selling company equity during a ""blackout period"" when at least 50% of the participants in the company's retirement plans are temporarily suspended from trading.","Promoted fairness by preventing corporate insiders from trading when rankandfile employees are unable to, particularly during administrative transitions in pension plans.",Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/3447225.htm]https://www.sec.gov/rules/final/3447225.htm,2003
1/22/2003,Strengthening the Commission's Requirements Regarding Auditor Independence SOX Title II,U.S. Securities and Exchange Commission SEC,"Implemented Title II of the SarbanesOxley Act by defining and prohibiting a list of nonaudit services that accounting firms are barred from providing to their audit clients e.g., bookkeeping, internal audit outsourcing, legal services. It also mandated audit partner rotation.",Enhanced auditor independence by minimizing economic incentives and conflicts of interest that could compromise audit integrity. This forced a major restructuring of the business models of the large accounting firms.,Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/338183.htm]https://www.sec.gov/rules/final/338183.htm,2003
1/22/2003,Standards of Professional Conduct for Attorneys,U.S. Securities and Exchange Commission SEC,"Requires attorneys appearing before the SEC to report evidence of a material violation of securities law ""up the ladder"" within the company.","Placed new ethical and reporting obligations on lawyers, making them gatekeepers for corporate compliance SOX Section 307.","Yes, Litigation Risk","Yes, Corporate Governance",No,"Yes, Information Asymmetry",No,No,"Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/338185.htm,2003
1/22/2003,Disclosure of OffBalance Sheet Arrangements,U.S. Securities and Exchange Commission SEC,Mandates disclosure of offbalance sheet arrangements in a separately captioned subsection of the MD&A SOX Section 401.,Increased transparency into complex financial structures that companies like Enron used to hide debt and inflate earnings.,"Yes, Litigation Risk","Yes, Corporate Governance","Yes, Proprietary Costs","Yes, Information Asymmetry",No,No,"Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/338182.htm,2003
1/15/2003,Conditions for Use of NonGAAP Financial Measures,U.S. Securities and Exchange Commission SEC,Established rules Regulation G for the public disclosure of financial information calculated on a nonGAAP basis.,"Required companies to reconcile nonGAAP measures to their most comparable GAAP measure, preventing misleading presentations.","Yes, Litigation Risk","Yes, Corporate Governance",No,"Yes, Information Asymmetry","Yes, Unsophisticated Investors",No,"Yes, Reputation Risk",[Link]https://www.sec.gov/rules/final/338176.htm,2003
1/15/2003,Disclosure of Audit Committee Financial Expert SOX 407,U.S. Securities and Exchange Commission SEC,"Requires public companies to disclose in their annual reports whether their audit committee includes at least one member who is an ""audit committee financial expert,"" and if not, the reasons why. The rule defines the attributes of such an expert.",Strengthened the financial oversight capabilities of boards by encouraging companies to appoint individuals with significant financial and accounting expertise to their audit committees.,Yes,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/338177.htm]https://www.sec.gov/rules/final/338177.htm,2003
1/15/2003,Disclosure Required by Sections 406 and 407 of the SarbanesOxley Act of 2002,U.S. Securities and Exchange Commission SEC,"This rule requires a public company to disclose whether it has adopted a code of ethics that applies to its principal executive officer, principal financial officer, and other senior financial officers. Any waivers of the code for these officers must also be disclosed.",Promoted ethical conduct at the highest levels of corporate management by using disclosure to encourage the adoption and enforcement of strong ethical standards.,No,Yes,No,Yes,No,No,Yes,[https://www.sec.gov/rules/final/338177.htm]https://www.sec.gov/rules/final/338177.htm,2003
9/19/2002,Exemption for Standardized Options from Provisions of the Securities Act Rule 238,U.S. Securities and Exchange Commission SEC,"Exempted standardized options that are issued by a registered clearing agency and traded on a national securities exchange from all provisions of the Securities Act of 1933, other than the antifraud provisions. The disclosure framework is instead provided by the Options Clearing Corporation's disclosure document.","Streamlined the regulatory treatment of standardized options, recognizing their unique nature and the central role of the options exchanges and clearinghouse in providing disclosure and market integrity.",No,No,No,No,Yes,No,No,[https://www.sec.gov/rules/final/338131.htm]https://www.sec.gov/rules/final/338131.htm,2002
8/29/2002,Certification of Disclosure in Companies' Quarterly and Annual Reports SOX 302,U.S. Securities and Exchange Commission SEC,Requires the principal executive officer and principal financial officer of a public company to personally certify the accuracy of their company's quarterly and annual reports. They must also certify that they are responsible for establishing and maintaining disclosure controls and procedures.,"Dramatically increased the personal accountability of senior executives for the accuracy of financial statements and disclosures, serving as a powerful deterrent to fraud.",Yes,Yes,No,Yes,Yes,No,Yes,[https://www.sec.gov/rules/final/338124.htm]https://www.sec.gov/rules/final/338124.htm,2002
8/1/2002,Rules for Security Futures Products,U.S. Securities and Exchange Commission SEC & Commodity Futures Trading Commission CFTC,"A set of joint rules establishing the regulatory framework for security futures—new hybrid products created by the Commodity Futures Modernization Act of 2000. The rules covered customer protection, recordkeeping, and margin requirements.","Created the legal and operational infrastructure for the trading of futures on single stocks and narrowbased stock indexes, bridging the gap between securities and futures regulation.",Yes,No,No,No,Yes,No,No,[https://www.sec.gov/rules/final/3446292.htm]https://www.sec.gov/rules/final/3446292.htm,2002
7/30/2002,Fair Funds for Investors SOX 308,U.S. Congress within the SarbanesOxley Act,"Authorized the SEC to take civil penalties obtained in enforcement actions and add them to a disgorgement fund a ""Fair Fund"" to be distributed to victims of the securities law violations. Previously, penalties were paid to the U.S. Treasury.","Significantly increased the amount of money returned to harmed investors from SEC enforcement actions, making it a primary goal of the enforcement program to compensate victims.",No,No,No,No,Yes,No,No,[https://www.congress.gov/bill/107thcongress/housebill/3763]https://www.congress.gov/bill/107thcongress/housebill/3763,2002
7/30/2002,SarbanesOxley Act of 2002 SOX,U.S. Congress,"Established new standards for public company boards, management, and accounting firms in response to major accounting scandals.",Increased compliance costs but improved investor confidence through enhanced corporate governance and financial disclosures.,"Yes, Litigation Risk","Yes, Corporate Governance",No,"Yes, Information Asymmetry","Yes, Unsophisticated Investors","Yes, Equity Issuance in Public vs. Private Markets","Yes, Reputation Risk",[Link]https://www.congress.gov/bill/107thcongress/housebill/3763,2002
7/30/2002,Prohibition of Company Personal Loans to Executives SOX 402,U.S. Congress within the SarbanesOxley Act,"Made it unlawful for any public company to directly or indirectly extend or maintain credit, or arrange for the extension of credit, in the form of a personal loan to or for any director or executive officer.","Ended a common corporate practice that was viewed as a potential source of conflicts of interest and selfdealing, thereby strengthening corporate governance standards.",Yes,Yes,No,No,No,No,Yes,[https://www.congress.gov/bill/107thcongress/housebill/3763]https://www.congress.gov/bill/107thcongress/housebill/3763,2002
5/10/2002,FINRA Research Analyst Conflict of Interest Rules,Financial Industry Regulatory Authority FINRA / Approved by SEC,"A comprehensive set of new rules initially NASD Rule 2711 and NYSE Rule 472 designed to separate research analyst compensation from investment banking business, prohibit analysts from being supervised by investment bankers, and require clear disclosure of conflicts in research reports.",Fundamentally restructured the relationship between research and investment banking departments at Wall Street firms to restore public confidence in the objectivity of research following the dotcom bubble scandals.,Yes,Yes,No,Yes,Yes,Yes,Yes,[https://www.sec.gov/rules/sro/nasd/3445908.htm]https://www.sec.gov/rules/sro/nasd/3445908.htm,2002
4/24/2002,FINRA AntiMoney Laundering AML Program Rule Rule 3310,Financial Industry Regulatory Authority FINRA / Approved by SEC,"This rule requires member firms to establish and implement an AntiMoney Laundering AML compliance program, as required by the Bank Secrecy Act. The program must include policies, procedures, a designated AML compliance person, ongoing training, and independent testing.",Made brokerdealers a key part of the U.S. government's effort to combat money laundering and terrorist financing by requiring them to actively monitor for and report suspicious activity.,Yes,Yes,No,No,No,No,Yes,[https://www.sec.gov/rules/sro/nasd/3445798.htm]https://www.sec.gov/rules/sro/nasd/3445798.htm,2002
